campaign,source,medium,device,sessions,users,conversions,revenue,add_to_carts,checkouts,bounce_rate,engagement_rate,cvr,aov,cart_to_checkout,checkout_to_purchase
(not set),conadvo,ir_affiliate,mobile,3004,1509,55,6307.7699999999995,653,72,0.11717709720372836,0.8828229027962716,0.018308921438082555,114.68672727272727,0.11026033690658499,0.7638888888888888
broad_dangersofspam,facebook,paidsocial,mobile,2920,2666,47,4154.539999999999,413,16,0.04589041095890411,0.9541095890410959,0.016095890410958904,88.39446808510637,0.0387409200968523,2.9375
(referral),wickfire,ir_affiliate,desktop,2912,2324,79,7431.119999999994,754,17,0.0989010989010989,0.9010989010989011,0.02712912087912088,94.0648101265822,0.022546419098143235,4.647058823529412
(referral),rakuten,ir_affiliate,desktop,2906,1107,37,6519.38,153,54,0.16448726772195457,0.8355127322780455,0.012732278045423262,176.19945945945946,0.35294117647058826,0.6851851851851852
(referral),idpr,ir_affiliate,tablet,2904,2449,95,11147.189999999999,998,158,0.03340220385674931,0.9665977961432507,0.03271349862258953,117.33884210526314,0.15831663326653306,0.6012658227848101
lal_currentcustomers5_lowerfunnelftdboo_subscribe,facebook,paidsocial,desktop,2902,2240,104,1140.8700000000001,1582,23,0.03652653342522398,0.9634734665747761,0.03583735354927636,10.969903846153848,0.014538558786346398,4.521739130434782
rmk_sitevisitors,facebook,paidsocial,tablet,2873,2163,21,1988.8100000000002,326,11,0.06717716672467804,0.932822833275322,0.007309432648799165,94.7052380952381,0.03374233128834356,1.9090909090909092
balance_teentalk_osaw,facebook,paidsocial,mobile,2829,2766,26,1294.8899999999999,90,0,0.02545068928950159,0.9745493107104984,0.009190526687875575,49.803461538461534,0.0,0.0
(referral),ski001,ir_affiliate,desktop,2815,1189,3,288.0,22,9,0.03374777975133215,0.9662522202486679,0.0010657193605683837,96.0,0.4090909090909091,0.3333333333333333
(referral),banyantree,ir_affiliate,desktop,2704,1447,273,39634.659999999996,1026,314,0.11649408284023668,0.8835059171597633,0.10096153846153846,145.18190476190475,0.3060428849902534,0.8694267515923567
(referral),moonshot,ir_affiliate,mobile,2704,2262,264,20535.440000000002,1147,45,0.03328402366863906,0.966715976331361,0.09763313609467456,77.78575757575759,0.03923278116826504,5.866666666666666
GG_Aura_Search_Brand_gtwy-av,google,cpc,desktop,2704,1652,141,14776.47999999999,711,74,0.08247041420118344,0.9175295857988166,0.052144970414201186,104.79773049645384,0.10407876230661041,1.9054054054054055
circle-homepage,circle,referral,desktop,2702,1794,85,7990.189999999991,897,5,0.12916358253145818,0.8708364174685418,0.03145817912657291,94.00223529411754,0.005574136008918618,17.0
balance_parentingpressure_ow,facebook,paidsocial,mobile,2669,2602,2,112.99,15,0,0.06631697264893219,0.9336830273510678,0.0007493443237167478,56.495,0.0,0.0
(not set),meridianmag,ir_affiliate,desktop,2610,2541,1,300.0,10,1,0.09693486590038314,0.9030651340996169,0.0003831417624521073,300.0,0.1,1.0
broad_auratesting2,facebook,paidsocial,mobile,2591,2450,38,3049.6199999999994,328,10,0.04361250482439213,0.9563874951756078,0.01466615206483983,80.25315789473683,0.03048780487804878,3.8
(referral),ntp.msn.com,referral,desktop,2551,402,4,268.0,10,4,0.022344178753430026,0.97765582124657,0.0015680125441003528,67.0,0.4,1.0
broad_av,facebook,paidsocial,tablet,2549,2162,15,1439.8500000000001,169,3,0.0506080816006277,0.9493919183993723,0.005884660651235779,95.99000000000001,0.01775147928994083,5.0
GG_Aura_Search_Dynamic,google,cpc,desktop,2480,1631,82,10587.389999999996,469,68,0.08548387096774193,0.9145161290322581,0.03306451612903226,129.1145121951219,0.14498933901918976,1.2058823529411764
(referral),forbes,ir_affiliate,desktop,2471,1688,298,46917.53,1045,452,0.11574261432618373,0.8842573856738163,0.12059894779441521,157.44137583892618,0.4325358851674641,0.6592920353982301
lal_currentcustomers5,facebook,paidsocial,tablet,2429,2138,20,2059.8,211,9,0.06010703993412927,0.9398929600658708,0.008233841086867023,102.99000000000001,0.04265402843601896,2.2222222222222223
GG_Aura_PerformanceMax_NB_gtwy-pc,google,cpc,mobile,2423,2168,31,1884.8300000000002,518,4,0.15187783739166322,0.8481221626083367,0.012794056954189021,60.80096774193549,0.007722007722007722,7.75
(organic),influencelogic,influencer,mobile,2387,1827,117,12277.869999999999,832,60,0.13531629660661917,0.8646837033933809,0.04901550062840385,104.93905982905981,0.07211538461538461,1.95
(referral),m.facebook.com,referral,mobile,2382,2277,13,1355.97,167,20,0.021410579345088162,0.9785894206549118,0.0054575986565911,104.30538461538461,0.11976047904191617,0.65
(not set),buyersguide,ir_affiliate,desktop,2377,518,23,3797.88,233,39,0.07278081615481699,0.927219183845183,0.009676062263357174,165.12521739130435,0.16738197424892703,0.5897435897435898
av-intro,conadvo,ir_affiliate,tablet,2161,1636,166,13998.139999999987,1070,42,0.03701989819527996,0.96298010180472,0.07681628875520592,84.32614457831318,0.03925233644859813,3.9523809523809526
fedvip-reminder-2025,fedvip,email,mobile,2150,1521,0,0.0,771,1,0.04883720930232558,0.9511627906976744,0.0,0.0,0.0012970168612191958,0.0
lal_currentcustomers1,facebook,paidsocial,desktop,2144,1490,63,6651.429999999997,299,38,0.0960820895522388,0.9039179104477612,0.029384328358208957,105.57825396825392,0.12709030100334448,1.6578947368421053
(referral),chatgpt.com,referral,desktop,2140,1153,107,19292.99,264,145,0.152803738317757,0.847196261682243,0.05,180.30831775700935,0.5492424242424242,0.7379310344827587
(organic),bing,organic,tablet,2112,1416,4,665.0,41,11,0.054450757575757576,0.9455492424242424,0.001893939393939394,166.25,0.2682926829268293,0.36363636363636365
(not set),peachjar,ir_affiliate,mobile,2081,1646,16,1579.84,347,1,0.07592503604036521,0.9240749639596348,0.0076886112445939455,98.74,0.002881844380403458,16.0
(referral),banyantree,ir_affiliate,mobile,2035,1669,181,17960.949999999993,1043,245,0.02800982800982801,0.971990171990172,0.08894348894348894,99.23176795580108,0.2348993288590604,0.7387755102040816
(not set),ski001,ir_affiliate,desktop,1987,863,3,293.0,59,9,0.0498238550578762,0.9501761449421238,0.001509813789632612,97.66666666666667,0.15254237288135594,0.3333333333333333
av-intro,forbes,ir_affiliate,desktop,1987,1526,107,11539.02999999999,687,56,0.0840463009562154,0.9159536990437847,0.05385002516356316,107.84140186915879,0.08151382823871907,1.9107142857142858
(referral),troypoint,ir_affiliate,mobile,1966,1407,41,4950.0,276,83,0.03255340793489318,0.9674465920651069,0.020854526958290945,120.73170731707317,0.3007246376811594,0.4939759036144578
(referral),safehome,ir_affiliate,desktop,1965,1184,103,14735.519999999999,560,148,0.10687022900763359,0.8931297709923665,0.052417302798982185,143.06330097087377,0.2642857142857143,0.6959459459459459
JDI_Impulse_2935385,outbrain,native,desktop,1956,1738,133,9196.689999999995,1113,11,0.04294478527607362,0.9570552147239264,0.0679959100204499,69.14804511278192,0.009883198562443846,12.090909090909092
GG_Aura_Search_Competitors,google,cpc,tablet,1936,1637,63,6307.39,386,97,0.03977272727272727,0.9602272727272727,0.03254132231404959,100.1173015873016,0.25129533678756477,0.6494845360824743
krg,streaming-listen,radio,mobile,1905,1600,1,15.0,15,1,0.08031496062992126,0.9196850393700787,0.0005249343832020997,15.0,0.06666666666666667,1.0
(referral),futureplc,ir_affiliate,mobile,1833,1565,64,6815.339999999997,722,64,0.03382433169667212,0.9661756683033279,0.03491543917075832,106.48968749999996,0.0886426592797784,1.0
506187877,bing,cpc,desktop,1811,1155,133,13106.599999999991,706,85,0.07840971838763114,0.9215902816123689,0.07344008834897847,98.54586466165406,0.12039660056657224,1.5647058823529412
broad_fairytales,facebook,paidsocial,mobile,1753,1548,12,1079.88,115,4,0.047347404449515115,0.9526525955504849,0.0068454078722190535,89.99000000000001,0.034782608695652174,3.0
(referral),influencelogic,influencer,tablet,1739,1546,26,3490.0,266,25,0.039102932719954,0.960897067280046,0.014951121334100058,134.23076923076923,0.09398496240601503,1.04
(referral),top10,ir_affiliate,tablet,1703,1327,126,12787.509999999997,674,218,0.02701115678214915,0.9729888432178508,0.0739870816206694,101.48817460317457,0.32344213649851633,0.5779816513761468
(not set),banyantree,ir_affiliate,mobile,1671,949,49,5179.679999999999,401,60,0.07001795332136446,0.9299820466786356,0.029323758228605626,105.7077551020408,0.14962593516209477,0.8166666666666667
GG_Aura_Search_Competitors_gtwy-av,google,cpc,mobile,1665,1507,45,3194.8099999999977,481,26,0.03303303303303303,0.9669669669669669,0.02702702702702703,70.99577777777773,0.05405405405405406,1.7307692307692308
activation-reminderseries-2025,secondnature,email,mobile,1664,1052,0,0.0,53,0,0.036057692307692304,0.9639423076923077,0.0,0.0,0.0,0.0
av-intro,cvoice,ir_affiliate,desktop,1664,1289,92,9667.039999999992,547,40,0.07151442307692307,0.9284855769230769,0.055288461538461536,105.07652173913034,0.07312614259597806,2.3
GG_Aura_Search_NB_gtwy-av,google,cpc,desktop,1655,1388,71,6652.099999999993,393,19,0.05861027190332326,0.9413897280966768,0.042900302114803626,93.69154929577455,0.04834605597964377,3.736842105263158
(not set),influencelogic,influencer,tablet,1618,981,52,6648.88,409,49,0.0834363411619283,0.9165636588380717,0.032138442521631644,127.86307692307693,0.1198044009779951,1.0612244897959184
broad_up10creditcardvsaura,facebook,paidsocial,mobile,1614,1467,9,744.9200000000001,84,4,0.04894671623296159,0.9510532837670385,0.0055762081784386614,82.7688888888889,0.047619047619047616,2.25
(referral),safehome,ir_affiliate,mobile,1594,1282,48,4568.62,461,113,0.024466750313676285,0.9755332496863237,0.030112923462986198,95.17958333333333,0.24511930585683298,0.4247787610619469
VPN,idpr,ir_affiliate,desktop,1570,1469,12,943.8900000000001,227,8,0.03503184713375796,0.964968152866242,0.007643312101910828,78.65750000000001,0.03524229074889868,1.5
GG_Aura_PerformanceMax_NB,google,cpc,tablet,1526,1288,16,1747.1200000000001,162,28,0.063564875491481,0.936435124508519,0.010484927916120577,109.19500000000001,0.1728395061728395,0.5714285714285714
(referral),meetcircle.com,referral,mobile,1524,1188,36,4136.539999999998,504,8,0.062335958005249346,0.9376640419947506,0.023622047244094488,114.90388888888884,0.015873015873015872,4.5
GG_Aura_DemandGen_Sandbox,google,cpc,tablet,1511,1221,11,803.97,152,13,0.053606882859033755,0.9463931171409663,0.00727994705493051,73.08818181818182,0.08552631578947369,0.8461538461538461
(not set),buyersguide,ir_affiliate,mobile,1500,822,22,1847.0,218,36,0.11533333333333333,0.8846666666666667,0.014666666666666666,83.95454545454545,0.1651376146788991,0.6111111111111112
(referral),servicing.online.metlife.com,referral,desktop,1497,1087,1,120.0,203,0,0.07348029392117568,0.9265197060788243,0.0006680026720106881,120.0,0.0,0.0
(referral),financebuzz,ir_affiliate,desktop,1494,1278,38,3042.0,209,75,0.06291834002677377,0.9370816599732262,0.025435073627844713,80.05263157894737,0.3588516746411483,0.5066666666666667
JDI_Impulse_2935479,mediago,native,mobile,1484,1196,101,10098.989999999996,1041,3,0.0444743935309973,0.9555256064690026,0.06805929919137467,99.98999999999997,0.002881844380403458,33.666666666666664
broad_up10_month22,facebook,paidsocial,mobile,1464,1317,10,999.9,125,2,0.05122950819672131,0.9487704918032787,0.006830601092896175,99.99,0.016,5.0
life360_topparents,facebook,paidsocial,mobile,1461,1356,11,1099.8899999999999,139,0,0.03764544832306639,0.9623545516769336,0.007529089664613279,99.99,0.0,0.0
(not set),rakuten,ir_affiliate,mobile,1455,1379,32,3844.88,128,60,0.009621993127147767,0.9903780068728523,0.021993127147766325,120.1525,0.46875,0.5333333333333333
av-intro,AntivirusReviews,ir_affiliate,desktop,1443,1054,65,6375.359999999995,445,22,0.08662508662508663,0.9133749133749134,0.04504504504504504,98.08246153846146,0.04943820224719101,2.9545454545454546
(referral),job-boards.greenhouse.io,referral,desktop,1439,1160,0,0.0,0,0,0.08061153578874218,0.9193884642112579,0.0,0.0,0.0,0.0
av-intro,forbes,ir_affiliate,mobile,1435,1146,58,5309.339999999998,405,17,0.037630662020905925,0.9623693379790941,0.04041811846689895,91.54034482758618,0.04197530864197531,3.411764705882353
(referral),peachjar,ir_affiliate,mobile,1429,1194,23,2299.77,337,3,0.028691392582225334,0.9713086074177747,0.01609517144856543,99.99,0.008902077151335312,7.666666666666667
(referral),antivirusguide,ir_affiliate,tablet,1426,1280,34,2649.6599999999994,615,9,0.04207573632538569,0.9579242636746143,0.023842917251051893,77.93117647058821,0.014634146341463415,3.7777777777777777
(referral),meetcircle.com,referral,desktop,1375,1026,17,1570.85,293,0,0.11927272727272727,0.8807272727272727,0.012363636363636363,92.40294117647058,0.0,0.0
19665933250,google,cpc,desktop,1370,470,4,535.75,42,3,0.072992700729927,0.927007299270073,0.00291970802919708,133.9375,0.07142857142857142,1.3333333333333333
(not set),modemobile,ir_affiliate,desktop,1367,1349,0,0.0,3,0,0.16093635698610095,0.839063643013899,0.0,0.0,0.0,0.0
506115095,bing,cpc,mobile,1365,1219,7,679.94,235,4,0.05787545787545788,0.9421245421245421,0.005128205128205128,97.13428571428572,0.01702127659574468,1.75
life360-announcement,life360,blog,mobile,1359,784,37,4003.649999999999,163,5,0.051508462104488596,0.9484915378955114,0.027225901398086828,108.20675675675673,0.03067484662576687,7.4
shawnryan,pod-srs,podcast,mobile,1345,889,51,6143.0,190,40,0.058736059479553904,0.9412639405204462,0.0379182156133829,120.45098039215686,0.21052631578947367,1.275
thrive_productivity,facebook,paidsocial,mobile,1328,1237,20,59.80000000000001,129,1,0.03313253012048193,0.9668674698795181,0.015060240963855422,2.9900000000000007,0.007751937984496124,20.0
(organic),secureup,ir_affiliate,desktop,1304,874,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
GG_Aura_ShoppingAds_gtwy-av,google,cpc,mobile,1290,1076,30,2728.4999999999986,285,19,0.03488372093023256,0.9651162790697675,0.023255813953488372,90.94999999999996,0.06666666666666667,1.5789473684210527
(referral),linkedin.com,referral,mobile,1272,1155,5,903.96,2,1,0.012578616352201259,0.9874213836477987,0.003930817610062893,180.792,0.5,5.0
19665933250,google,cpc,mobile,1269,854,19,1595.85,117,27,0.08904649330181245,0.9109535066981875,0.014972419227738377,83.9921052631579,0.23076923076923078,0.7037037037037037
(referral),futureplc,ir_affiliate,desktop,1262,999,57,8080.839999999998,491,68,0.09984152139461172,0.9001584786053882,0.045166402535657686,141.7691228070175,0.1384928716904277,0.8382352941176471
JDI_Impulse_2935382,outbrain,native,mobile,1256,1093,69,7063.319999999997,917,5,0.041401273885350316,0.9585987261146497,0.05493630573248408,102.36695652173908,0.0054525627044711015,13.8
(referral),facebook.com,referral,desktop,1251,1143,0,0.0,81,0,0.019984012789768184,0.9800159872102319,0.0,0.0,0.0,0.0
(referral),members.legalplans.com,referral,desktop,1196,650,1,384.0,264,4,0.11789297658862877,0.8821070234113713,0.0008361204013377926,384.0,0.015151515151515152,0.25
(not set),aurapartners,ir_affiliate,desktop,1184,756,18,2928.0,93,27,0.14864864864864866,0.8513513513513513,0.015202702702702704,162.66666666666666,0.2903225806451613,0.6666666666666666
GG_Aura_YouTube_RMK,google,cpc,tablet,1174,961,8,714.97,78,3,0.12350936967632027,0.8764906303236797,0.0068143100511073255,89.37125,0.038461538461538464,2.6666666666666665
22303907484,google,cpc,mobile,1167,1057,10,1163.94,64,5,0.0934018851756641,0.9065981148243359,0.00856898029134533,116.394,0.078125,2.0
(referral),linkedin.com,referral,desktop,1129,591,20,726.97,21,7,0.14437555358724535,0.8556244464127547,0.01771479185119575,36.3485,0.3333333333333333,2.857142857142857
JDI_Impulse_3054204,outbrain,native,mobile,1129,955,75,7412.259999999997,822,4,0.04428697962798937,0.9557130203720107,0.06643046944198405,98.8301333333333,0.004866180048661801,18.75
thrive_mentalhealth,facebook,paidsocial,mobile,1113,1018,24,71.76,147,0,0.029649595687331536,0.9703504043126685,0.0215633423180593,2.99,0.0,0.0
ftr_dboo-ib,(not set),(not set),desktop,1111,459,124,5870.369999999999,246,12,0.24122412241224123,0.7587758775877588,0.1116111611161116,47.34169354838709,0.04878048780487805,10.333333333333334
(referral),parentacontrol,ir_affiliate,desktop,1109,848,42,3706.669999999998,401,4,0.1109107303877367,0.8890892696122633,0.03787195671776375,88.25404761904757,0.00997506234413965,10.5
thrive,facebook,paidsocial,mobile,1107,1023,12,35.88,112,0,0.02710027100271003,0.9728997289972899,0.01084010840108401,2.99,0.0,0.0
(not set),rakuten,ir_affiliate,desktop,1101,222,12,1432.6100000000001,50,9,0.1335149863760218,0.8664850136239782,0.010899182561307902,119.38416666666667,0.18,1.3333333333333333
(organic),ecosia.org,organic,mobile,1096,824,6,735.0,40,11,0.03375912408759124,0.9662408759124088,0.005474452554744526,122.5,0.275,0.5454545454545454
JDI_Impulse_3057507,taboola,native,desktop,1090,906,73,7343.279999999998,531,2,0.05596330275229358,0.9440366972477064,0.06697247706422019,100.59287671232875,0.003766478342749529,36.5
(referral),forbes,ir_affiliate,mobile,1085,753,104,13392.15,416,172,0.035944700460829496,0.9640552995391705,0.09585253456221199,128.77067307692306,0.41346153846153844,0.6046511627906976
(not set),safehome,ir_affiliate,desktop,1084,255,14,2693.76,79,18,0.12730627306273062,0.8726937269372693,0.012915129151291513,192.4114285714286,0.22784810126582278,0.7777777777777778
broad_rdjconform,facebook,paidsocial,mobile,1060,1009,13,1119.87,72,4,0.0660377358490566,0.9339622641509434,0.012264150943396227,86.14384615384614,0.05555555555555555,3.25
(referral),troypoint,ir_affiliate,desktop,1049,781,38,5300.0,168,69,0.08007626310772165,0.9199237368922784,0.03622497616777884,139.47368421052633,0.4107142857142857,0.5507246376811594
lal_currentcustomers5_lowerfunnelft_dbs,facebook,paidsocial,mobile,1048,962,5,25.0,166,0,0.03721374045801527,0.9627862595419847,0.004770992366412214,5.0,0.0,0.0
broad_auratesting,facebook,paidsocial,tablet,1046,895,10,939.9000000000001,124,4,0.06022944550669216,0.9397705544933078,0.009560229445506692,93.99000000000001,0.03225806451612903,2.5
GG_Aura_Search_NB_ID_gtwy-idt,google,cpc,tablet,1034,851,33,4081.520000000001,185,56,0.02611218568665377,0.9738878143133463,0.031914893617021274,123.68242424242428,0.3027027027027027,0.5892857142857143
broad_breach,facebook,paidsocial,mobile,1029,917,6,479.93999999999994,54,1,0.05830903790087463,0.9416909620991254,0.0058309037900874635,79.99,0.018518518518518517,6.0
(referral),allaboutcookies.org,referral,mobile,995,931,1,99.99,665,30,0.021105527638190954,0.978894472361809,0.0010050251256281408,99.99,0.045112781954887216,0.03333333333333333
(organic),influencelogic,influencer,desktop,987,713,45,7525.63,227,49,0.15501519756838905,0.8449848024316109,0.04559270516717325,167.23622222222224,0.21585903083700442,0.9183673469387755
(cross-network),(data not available),(data not available),desktop,978,957,49,5281.66,240,52,0.012269938650306749,0.9877300613496932,0.050102249488752554,107.78897959183674,0.21666666666666667,0.9423076923076923
(not set),aurapartners,ir_affiliate,mobile,978,698,7,792.0,102,14,0.0736196319018405,0.9263803680981595,0.007157464212678937,113.14285714285714,0.13725490196078433,0.5
19982067071,google,cpc,mobile,974,859,7,671.88,89,6,0.10985626283367557,0.8901437371663244,0.007186858316221766,95.98285714285714,0.06741573033707865,1.1666666666666667
ryantrahan-50,youtube,influencer,mobile,973,704,16,1599.84,145,1,0.05447070914696814,0.9455292908530318,0.01644398766700925,99.99,0.006896551724137931,16.0
(referral),usnews,ir_affiliate,desktop,969,575,82,12957.76,308,113,0.10939112487100103,0.890608875128999,0.0846233230134159,158.02146341463416,0.36688311688311687,0.7256637168141593
life360_parentsover50,facebook,paidsocial,mobile,968,904,3,269.96999999999997,56,1,0.06921487603305786,0.9307851239669421,0.0030991735537190084,89.99,0.017857142857142856,3.0
broad_up10government,facebook,paidsocial,mobile,953,889,8,619.92,51,0,0.06610703043022036,0.9338929695697796,0.008394543546694649,77.49,0.0,0.0
(referral),cnet,ir_affiliate,desktop,952,673,75,11926.16,288,103,0.12394957983193278,0.8760504201680672,0.07878151260504201,159.01546666666667,0.3576388888888889,0.7281553398058253
(referral),chromewebstore.google.com,referral,desktop,940,304,0,0.0,4,2,0.07234042553191489,0.9276595744680851,0.0,0.0,0.5,0.0
GG_Aura_PerformanceMax_NB_gtwy-pc,google,cpc,desktop,940,833,26,1780.8600000000001,160,2,0.08829787234042553,0.9117021276595745,0.027659574468085105,68.49461538461539,0.0125,13.0
(referral),identityguard.com,referral,mobile,938,818,15,1248.0,118,18,0.031982942430703626,0.9680170575692963,0.015991471215351813,83.2,0.15254237288135594,0.8333333333333334
(referral),my.identityguard.com,referral,desktop,922,754,9,1643.88,27,13,0.0911062906724512,0.9088937093275488,0.009761388286334056,182.65333333333334,0.48148148148148145,0.6923076923076923
(not set),kitboga,influencer,desktop,921,306,37,4581.0,118,42,0.11617806731813246,0.8838219326818675,0.04017372421281216,123.8108108108108,0.3559322033898305,0.8809523809523809
506069991,bing,cpc,tablet,917,503,13,1488.25,141,37,0.05561613958560523,0.9443838604143948,0.014176663031624863,114.48076923076923,0.2624113475177305,0.35135135135135137
(referral),conadvo,ir_affiliate,tablet,888,658,44,4788.849999999999,238,98,0.03265765765765766,0.9673423423423423,0.04954954954954955,108.83749999999999,0.4117647058823529,0.4489795918367347
(referral),intxprivacynow.atlassian.net,referral,desktop,882,58,135,8296.27709,94,14,0.14399092970521543,0.8560090702947846,0.15306122448979592,61.45390437037037,0.14893617021276595,9.642857142857142
(not set),cnet,ir_affiliate,desktop,868,203,13,2670.0,61,15,0.08870967741935484,0.9112903225806451,0.014976958525345621,205.3846153846154,0.2459016393442623,0.8666666666666667
(referral),AntivirusReviews,ir_affiliate,mobile,868,779,14,1079.8600000000001,101,3,0.03225806451612903,0.967741935483871,0.016129032258064516,77.13285714285715,0.0297029702970297,4.666666666666667
(referral),identityguard.com,referral,desktop,857,563,7,918.4100000000001,19,8,0.11668611435239207,0.8833138856476079,0.008168028004667444,131.20142857142858,0.42105263157894735,0.875
(not set),chatgpt.com,(not set),mobile,852,688,19,2139.86,134,33,0.04342723004694836,0.9565727699530516,0.022300469483568074,112.62421052631579,0.2462686567164179,0.5757575757575758
broad_up10_month21_medical_insurance,facebook,paidsocial,mobile,847,748,13,1149.8700000000001,81,5,0.06257378984651712,0.9374262101534829,0.015348288075560802,88.45153846153848,0.06172839506172839,2.6
(not set),troypoint,ir_affiliate,desktop,846,370,9,1752.0,36,9,0.20567375886524822,0.7943262411347518,0.010638297872340425,194.66666666666666,0.25,1.0
506211722,bing,cpc,tablet,841,760,0,0.0,32,3,0.08204518430439953,0.9179548156956004,0.0,0.0,0.09375,0.0
(referral),aurapartners,ir_affiliate,desktop,819,727,12,1734.0,62,19,0.231990231990232,0.7680097680097681,0.014652014652014652,144.5,0.3064516129032258,0.631578947368421
(not set),futureplc,ir_affiliate,desktop,808,297,12,2011.96,61,13,0.13861386138613863,0.8613861386138614,0.01485148514851485,167.66333333333333,0.21311475409836064,0.9230769230769231
VPN,forbes,ir_affiliate,desktop,808,730,10,814.9000000000001,150,5,0.05693069306930693,0.943069306930693,0.012376237623762377,81.49000000000001,0.03333333333333333,2.0
120212256068810334,l.facebook.com,paid,mobile,795,776,23,2029.7700000000002,119,6,0.025157232704402517,0.9748427672955975,0.028930817610062894,88.2508695652174,0.05042016806722689,3.8333333333333335
VPN,AntivirusReviews,ir_affiliate,mobile,795,686,16,1342.8600000000001,158,4,0.0389937106918239,0.9610062893081761,0.02012578616352201,83.92875000000001,0.02531645569620253,4.0
GG_Thrive_Search_NB,google,cpc,desktop,793,750,0,0.0,63,0,0.06935687263556116,0.9306431273644389,0.0,0.0,0.0,0.0
broad_up10odds,facebook,paidsocial,mobile,788,694,2,169.98,44,0,0.04187817258883249,0.9581218274111675,0.0025380710659898475,84.99,0.0,0.0
(not set),usnews,ir_affiliate,desktop,787,142,10,2040.0,63,12,0.07878017789072427,0.9212198221092758,0.012706480304955527,204.0,0.19047619047619047,0.8333333333333334
(not set),parentacontrol,ir_affiliate,mobile,786,525,13,1299.89,193,0,0.22264631043256997,0.77735368956743,0.01653944020356234,99.99153846153847,0.0,0.0
linktree,instagram,organic-social,mobile,784,735,16,1797.86,71,11,0.007653061224489796,0.9923469387755102,0.02040816326530612,112.36625,0.15492957746478872,1.4545454545454546
(not set),antivirusguide,ir_affiliate,mobile,783,581,7,539.82,258,1,0.13793103448275862,0.8620689655172413,0.008939974457215836,77.11714285714287,0.003875968992248062,7.0
(not set),google,cpc,desktop,780,755,0,0.0,3,0,0.026923076923076925,0.9730769230769231,0.0,0.0,0.0,0.0
(organic),ecosia.org,organic,desktop,764,434,3,537.99,24,6,0.10863874345549739,0.8913612565445026,0.003926701570680628,179.33,0.25,0.5
(not set),financebuzz,ir_affiliate,mobile,762,616,42,1692.0,145,65,0.05774278215223097,0.9422572178477691,0.05511811023622047,40.285714285714285,0.4482758620689655,0.6461538461538462
VPN,forbes,ir_affiliate,mobile,759,684,8,1003.9300000000001,115,4,0.0461133069828722,0.9538866930171278,0.010540184453227932,125.49125000000001,0.034782608695652174,2.0
freetools,instagram,organic-social,mobile,752,676,14,85.0,273,1,0.011968085106382979,0.988031914893617,0.018617021276595744,6.071428571428571,0.003663003663003663,14.0
av-intro,cybernews,ir_affiliate,mobile,751,597,30,2271.72,214,5,0.045272969374167776,0.9547270306258322,0.03994673768308921,75.72399999999999,0.02336448598130841,6.0
(referral),servicing.online.metlife.com,referral,mobile,742,528,0,0.0,114,2,0.03099730458221024,0.9690026954177897,0.0,0.0,0.017543859649122806,0.0
VPN,antivirusguide,ir_affiliate,desktop,738,683,8,462.92,132,7,0.028455284552845527,0.9715447154471545,0.01084010840108401,57.865,0.05303030303030303,1.1428571428571428
506187878,bing,cpc,tablet,736,639,4,279.96,48,0,0.059782608695652176,0.9402173913043478,0.005434782608695652,69.99,0.0,0.0
(not set),militarycom,(not set),desktop,733,69,11,2136.0,32,13,0.06821282401091405,0.931787175989086,0.015006821282401092,194.1818181818182,0.40625,0.8461538461538461
(not set),financebuzz,ir_affiliate,desktop,724,433,19,420.0,63,23,0.06353591160220995,0.93646408839779,0.026243093922651933,22.105263157894736,0.36507936507936506,0.8260869565217391
g_fedlegal_3q23_MetLife,metlifefedvipsite,display,desktop,713,477,0,0.0,260,0,0.07012622720897616,0.9298737727910238,0.0,0.0,0.0,0.0
brand-rdj-veteransday,rdj,brand-influencer,mobile,707,706,1,15.0,21,0,0.011315417256011316,0.9886845827439887,0.0014144271570014145,15.0,0.0,0.0
(organic),aol,organic,desktop,704,499,7,1110.0,15,10,0.028409090909090908,0.9715909090909091,0.009943181818181818,158.57142857142858,0.6666666666666666,0.7
JDI_Impulse_2935409,taboola,native,desktop,700,589,40,2867.6099999999988,409,3,0.04285714285714286,0.9571428571428572,0.05714285714285714,71.69024999999996,0.007334963325183374,13.333333333333334
(not set),antivirusguide,ir_affiliate,desktop,687,370,10,1119.9,129,3,0.1586608442503639,0.8413391557496361,0.01455604075691412,111.99000000000001,0.023255813953488372,3.3333333333333335
(referral),youtube.com,referral,desktop,676,385,6,726.0,51,8,0.11982248520710059,0.8801775147928994,0.008875739644970414,121.0,0.1568627450980392,0.75
(referral),app.asana.com,referral,desktop,666,53,0,0.0,434,2,0.11561561561561562,0.8843843843843844,0.0,0.0,0.004608294930875576,0.0
(referral),partnermatic,ir_affiliate,desktop,662,255,4,650.76,22,5,0.1661631419939577,0.8338368580060423,0.006042296072507553,162.69,0.22727272727272727,0.8
(referral),globalimpactfinance,ir_affiliate,mobile,661,634,2,25.990000000000002,89,6,0.02723146747352496,0.972768532526475,0.0030257186081694403,12.995000000000001,0.06741573033707865,0.3333333333333333
(referral),taboola,cpc,desktop,656,363,0,0.0,0,0,0.07164634146341463,0.9283536585365854,0.0,0.0,0.0,0.0
